angle_deg,sin_theta,slope,dslope,intercept,dintercept
0,0.0,160.62936031359504,1.9486485848351895,15.403980297087287,0.6776763985426927
10,0.17364817766693033,572.5594913552384,2.9550925665295953,11.853877978000412,0.9249407334742243
15,0.25881904510252074,917.8273044892451,3.7889251852859154,7.695996471270746,1.6554372349591133
20,0.3420201433256687,1266.5798627851666,3.7570633489799765,-9.717419074487566,1.2041518237255122
