angle_deg,label,q_m,sin_theta,n,slope_origin,dslope_origin,slope_free,dslope_free,intercept,dintercept,dtheta_c_rad,ddtheta_c_rad,dtheta_c_deg,ddtheta_c_deg
0,small angle (nom. 0°),0.0,0.0,6,195.3427792579405,20.685037432531974,160.62936031359504,1.9486485848351895,15.403980297087287,0.6776763985426927,0.005119206370456875,0.0005420777558300877,0.2933089194836635,0.03105876757698718
10,10°,1684971.3300566447,0.17364817766693033,6,602.2920315076425,12.654416052712172,572.5594913552384,2.9550925665295953,11.853877978000412,0.9249407334742243,0.0016603241412588919,3.488412824134379e-05,0.09512956591781722,0.001998713320222122
15,15°,2523446.932797312,0.25881904510252074,7,931.2262185501294,9.184919190600077,917.8273044892451,3.7889251852859154,7.695996471270746,1.6554372349591133,0.0010738529264746732,1.059168240303183e-05,0.061527240504771076,0.0006068586996367057
20,20°,3357119.010878052,0.3420201433256687,6,1244.9030311908755,12.649051036866593,1266.5798627851666,3.7570633489799765,-9.717419074487566,1.2041518237255122,0.0008032754157915408,8.16181780944635e-06,0.04602429111147165,0.00046763771363598664
